bronwen_hughes	13
brothers_quay	65
bruce_beresford	122
bruce_brown	121
bruce_labruce	21
bruce_robinson	5
bruce_sinofsky	2
bruno_barreto	25
bryan_gordon	99
bryan_singer	484
bryan_spicer	426
cameron_crowe	6
carl-prechezer	1
carl_franklin	116
carl_reiner	18
carlo_carlei	92
carol_reed	2
caroline_link	4
caroline_thompson	2
carroll_ballard	17
cedric_klapisch	1
chantal_akerman	45
charles_burnett	193
charles_martin_smith	5
charles_matthau	8
charles_russell	11
charles_shyer	138
charles_sturridge	1
charles_t_kanganis	46
charlie_chaplin	10
chen_kaige	7
cheolsu-park	66
chris-newby	12
chris_columbus	261
chris_noonan	3
christian_duguay	42
christopher-ashley	56
christopher-larkin	29
christopher_cain	62
christopher_guest	7
christopher_hampton	9
christopher_menaul	57
christopher_monger	57
chuck_russell	147
claire_denis	3
clare_peploe	2
clarence_brown	34
claude_berri	58
claude_chabrol	127
claude_nuridsany	7
claude_sautet	20
clint_eastwood	161
clive_barker	116
clyde_geronimi	3
cm-talkington	2
corey_yuen	18
costagavras	1
craig_baldwin	158
craig_rosenberg	1
curtis_hanson	21
cyril_collard	100
daisy_von_scherler_mayer	176
damiano_damiani	6
dan_curtis	1
dan_ireland	7
daniel-petrie-jr	104
daniel_algrant	145
daniel_j_sullivan	2
daniel_myrick	1
daniel_petrie	107
daniel_vigne	4
danny_boyle	204
danny_cannon	266
danny_devito	24
darnell_martin	15
darrell_roodt	41
darren_doane	79
dave_borthwick	58
david_anspaugh	213
david_carson	40
david_fincher	1
david_frankel	46
david_hand	4
david_keating	130
david_kim	155
david_koepp	25
david_lean	21
david_lynch	2
david_m_evans	38
david_mirkin	3
david_o_russell	206
david_r_ellis	49
david_s_ward	334
david_semel	22
david_swift_ii	76
david_twohy	275
david_winning	3
dean_parisot	17
dennis_dugan	8
dennis_rodman	1
denys_arcand	102
deran_sarafian	10
desmond_gumbs	64
desmond_nakano	149
diane_english	4
diane_keaton	113
diarmuid_lawrence	3
director-ridley-scott	119
dominic_sena	50
don_chaffey	17
don_siegel	33
donald_petrie	206
doris_doerrie	54
doug_ellin	18
doug_liman	31
doug_mchenry	48
douglas-keeve	38
duncan_mclachlan	2
duwayne_dunham	7
dwight_h_little	105
e_max_frye	5
edward_burns	201
edward_dmytryk	85
edward_zwick	87
eli_cohen	68
elia_kazan	51
elwood-perez	1
emile_ardolino	10
emir_kusturica	75
eric-meza	87
eric_red	24
eric_rohmer	70
eric_schaeffer	240
eric_weber	57
ernest_r_dickerson	270
ernst_lubitsch	79
errol_morris	3
etienne_chatiliez	10
eva_sereny	24
evelyn_purcell	113
f_gary_gray	10
farhad_mann	136
federico_fellini	27
felix_enriquez_alcala	1
fernando_trueba	12
ferzan_ozpetek	9
forest_whitaker	171
francis_ford_coppola	215
francisco-perez-dolz	6
franco_brusati	51
francois_girard	78
francoise_kohler	45
frank_borzage	7
frank_capra	87
frank_coraci	34
frank_darabont	237
frank_marshall	49
frank_oz	61
frank_popper	8
franklin_j_schaffner	3
fred_dekker	67
fred_gerber	124
fred_m_wilcox	4
fred_schepisi	199
fred_zinnemann	14
freida_lee_mock	6
fridrik_thor_fridriksson	42
fritz_lang	3
gabriele-salvatores	8
garry_marshall	507
gary_fleder	100
gary_nelson	1
gary_trousdale	56
gaston_kabore	24
gavin_wilding	1
geoff_burton	99
geoff_murphy	283
geoffrey-g-bowers	58
geoffrey_wright	26
george-tillman-jr	62
george_a_romero	15
george_armitage	1
george_cukor	65
george_franju	41
george_hickenlooper	184
george_huang	170
george_lucas	101
george_p_cosmatos	51
george_roy_hill	10
george_scribner	83
george_seaton	52
george_stevens	108
gerald_potterton	34
gerard_corbiau	94
gerard_mordillat	8
gianni_amelio	105
gilbert_adler	20
gillian_armstrong	34
gillies-mackinnon	28
gillo_pontecorvo	25
glenn_gordon_caron	114
godfrey_reggio	4
gordon_hessler	2
graham_kitchener	59
greg_beeman	72
greg_mottola	2
greg_spence	14
gregg_araki	51
gregg_champion	6
gregory_hoblit	133
gregory_la_cava	14
gregory_nava	24
gregory_widen	133
griffin_dunne	2
guillermo_del_toro	18
guiseppe_tornatore	158
gurinder_chadha	189
gus_van_sant	41
guy_ferland	1
guy_maddin	145
gyula_gazdag	62
hal_ashby	3
hal_hartley	34
hal_salwen	57
hamilton_luske	27
hank_milestone	34
harald_zwart	39
harold_becker	435
harold_d_schuster	4
harold_ramis	99
harry_winer	39
harvey_miller	20
helena_solberg	106
henry_jaglom	316
henry_koster	35
henry_selick	83
herb_gardner	3
herbert_ross	127
herve_palud	28
hettie_macdonald	37
holly_goldberg_sloan	74
hongjin_na	17
howard_deutch	26
howard_franklin	43
howard_hawks	94
howard_zieff	39
iain_softley	208
ian_macnaughton	23
iara_lee	69
ingmar_bergman	5
irvin_kershner	3
irwin_winkler	193
ivan_reitman	27
jack-baxter	81
jack_baran	194
jack_clayton	11
jack_hill	37
jaco_van_dormael	14
jacques_demy	130
jacques_doillon	4
jafar_panahi	56
james-cox	1
james_a_contner	13
james_algar	8
james_cameron	145
james_edward_grant	6
james_foley	175
james_gray	203
james_ivory	266
james_keach	192
james_l_brooks	126
james_lapine	45
james_mangold	4
james_melkonian	140
james_whale	186
jan_de_bont	68
jan_sverak	13
jane_campion	96
jason_bloom	93
jay-roach	29
jean-bach	40
jean_delannoy	20
jean_jacques_annud	1
jean_marie_poire	15
jeanjacques_annaud	74
jeanjacques_beineix	6
jeanluc_godard	52
jeannot_szwarc	93
jeanpaul_rappeneau	71
jeanpierre_jeunet	95
jeb_stuart	1
jefery_levy	69
jeff_cochran	8
jeff_fisher	48
jeff_pollack	58
jeffrey_bloom	11
jeffrey_friedman	46
jennie-livingston	10
jennifer-lynch	180
jennifer_warren	19
jeremiah_chechik	5
jeremiah_s_chechik	69
jeremy_leven	34
jerry_garcia	9
jerry_zaks	7
jerry_zucker	273
jesse_dylan	108
jessie_nelson	14
jill_goldman	182
jim_abrahams	41
jim_gillespie	2
jim_jarmusch	110
jim_kouf	2
jim_mallon	36
jim_sheridan	213
jj_abrams	54
jocelyn_moorhouse	21
jodie_foster	29
joe-alves	3
joe_chappelle	5
joe_dante	1
joe_johnston	105
joe_mantello	4
joe_nussbaum	24
joe_pytka	66
joel_coen	216
joel_schumacher	302
john-ruane	3
john_badham	374
john_blair	103
john_boorman	77
john_cleese	40
john_cromwell	74
john_crowley	15
john_dahl	43
john_duigan	76
john_ford	25
john_fortenberry	344
john_frankenheimer	80
john_g_avildsen	93
john_herzfeld	6
john_hough	53
john_huston	96
john_irvin	87
john_landis	165
john_lasseter	383
john_madden	4
john_mcnaughton	19
john_mctiernan	174
john_milius	1
john_murlowski	17
john_musker	1
john_n_smith	477
john_nicolella	1
john_pasquin	6
john_payson	27
john_r_leonetti	1
john_sayles	12
john_schlesinger	42
john_singleton	235
john_sturges	9
john_suits	6
john_woo	302
jon_amiel	230
jon_avnet	55
jon_turteltaub	98
jonas_pate	1
jonathan_demme	174
jonathan_frakes	3
jonathan_kaplan	57
jonathan_lynn	34
jonathan_r_betuel	16
josef_von_sternberg	25
joseph_h_lewis	5
joseph_l_mankiewicz	112
joseph_ruben	53
joseph_sargent	6
joseph_vilsmaier	69
joshua_brand	60
joshua_logan	16
josiane_balasko	104
jrichard_benjamin	43
juan_carlos_tabio	15
julianna_lavin	37
julie_delpy	108
kaige_chen	9
karwai-wong	99
kasi_lemmons	1
kathryn_bigelow	104
katsuhiro_otomo	8
kayo-hatta	187
keenen_ivory_wayans	45
kelly_makin	189
ken_annakin	33
ken_kwapis	108
ken_loach	61
kenneth_branagh	326
kenny_ortega	42
kevin_allen	4
kevin_bacon	6
kevin_costner	16
kevin_hooks	35
kevin_james_dobson	47
kevin_lima	122
kevin_reynolds	162
kevin_spacey	1
kiefer_sutherland	2
kirsten_sheridan	123
krzysztof_kieslowski	276
kuk_kwok_leung	61
lance_young	4
larry_and_andy_wachowski	92
larry_bishop	11
larry_leker	95
lars_von_trier	1
lawrence_kasdan	59
lawrence_l_simeone	59
lee_david_zlotoff	6
lee_seungryeol	12
lee_tamahori	146
len_wiseman	65
leo_mccarey	34
leon_gast	13
leon_ichaso	12
leonard_nimoy	13
lesli_linka_glatter	50
leslie_greif	4
leslie_h_martinson	6
lina-wertmuller	26
lionel_c_martin	1
lisa_krueger	16
lou_adler	24
louis_malle	51
luc_besson	140
luis_bunuel	210
luis_llosa	140
luis_mandoki	81
maciej-dutkiewicz	4
mamoru_oshii	45
manoel_deoliveira	44
manuel_gomez_pereira	65
marc_caro	2
marc_rocco	73
marco_brambilla	7
marcus_de_leon	43
marek_koterski	259
margarethe_von_trotta	130
maria_blom	73
mark_dindal	4
mark_dippe	5
mark_herman	2
mark_joffe	2
mark_rydell	10
mark_sandrich	37
mark_waters_viii	1
marleen_gorris	208
martha_coolidge	83
martin_campbell	207
martin_lawrence	2
martin_scorsese	394
martine_dugowson	21
mary_harron	4
masayuki_suo	4
mathieu_kassovitz	347
mats_bigert	63
matt_reeves	27
matthew_bright	21
matthew_broderick	57
matthew_harrison	3
matty-rich	122
maurice_pialat	23
max-ophuls	48
mcg	24
mel_brooks	326
mel_gibson	82
mel_smith	62
mel_stuart	52
melanie_mayron	106
michael_apted	199
michael_austin	24
michael_bay	64
michael_blakemore	60
michael_catonjones	349
michael_cimino	21
michael_corrente	68
michael_covert	3
michael_curtiz	32
michael_goldenberg	4
michael_gottlieb	402
michael_hoffman	54
michael_k_harris	8
michael_lehmann	139
michael_lindsayhogg	77
michael_mann	32
michael_pressman	5
michael_radford	138
michael_ray_rhodes	15
michael_ritchie	4
michael_rymer	11
michael_tolkin	29
michael_traeger	18
michael_verhoeven	182
michael_winterbottom	74
michel_blanc	7
michel_negroponte	50
michele_soavi	114
mick_jackson	132
miguel_arteta	1
mike-gabriel	85
mike_figgis	351
mike_hodges	108
mike_judge	5
mike_leigh	151
mike_nawrocki	4
mike_newell	307
mike_nichols	154
milcho_manchevski	87
milos_forman	35
mimi_leder	1
mina_shum	7
mira_nair	402
mitchell-altieri	3
mitchell_leisen	28
mo_ogrodnik	6
mohsen_makhmalbaf	1
mort_ransen	45
murray_lerner	3
mustafa_adouani	67
nagisa_oshima	46
nana_dzhordzhadze	5
nancy_meckler	2
nancy_meyers	29
nanni_moretti	25
neil_jordan	52
neil_labute	2
nicholas_hytner	155
nicholas_meyer	3
nicholas_ray	24
nick_broomfield	136
nick_cassavetes	20
nick_hamm	55
nick_park	94
nicolas_roeg	14
nicole_holofcener	7
nigel-cole	79
nigel_finch	73
nikita_mikhalkov	103
nora_ephron	254
norberto_barba	127
norman_ferguson	13
norman_foster	28
norman_jewison	211
norman_tokar	35
oliver_parker	57
oliver_stone	646
orson_welles	45
otto_preminger	33
paris-barclay	67
pat_oconnor	294
patrice_chereau	245
patrice_leconte	2
patricia_rozema	64
paul_anderson	59
paul_auster	115
paul_haggis	12
paul_mazursky	39
paul_michael_glaser	80
paul_miller	5
paul_schrader	2
paul_thomas_anderson	47
paul_verhoeven	136
paul_warner	40
paul_weiland	138
pedro_almodovar	61
pen_densham	65
penelope_spheeris	183
penny_marshall	46
pete_schuermann	33
peter_baldwin	6
peter_cattaneo	1
peter_chelsom	19
peter_davis	4
peter_farrelly	114
peter_greenaway	8
peter_horton	89
peter_hyams	388
peter_jackson	20
peter_macdonald	76
peter_medak	100
peter_ofallon	20
peter_segal	235
peter_weir	7
peter_yates	214
phil_alden_robinson	8
phil_joanou	31
philip_goodhew	3
philip_haas	47
philip_jackson	40
philip_kaufman	96
phillip_borsos	207
phillip_noyce	62
phillip_rhee	25
pierre_boutron	9
pierre_trividic	36
ping_he	21
pixote-hunt	54
pj_hogan	45
quentin_tarantino	36
rachel_talalay	139
randal_kleiser	134
randall_miller	131
raoul_ruiz	12
ray-muller	34
reb_braddock	7
reginald_hudlin	96
rene_clement	92
renny_harlin	403
rich_wilkes	20
richard_attenborough	13
richard_benjamin	280
richard_brooks_i	38
richard_donner	26
richard_fleischer	27
richard_linklater	214
richard_loncraine	50
richard_marquand	28
richard_pearce	19
richard_rich	277
richard_rush	74
richard_schenkman	33
richard_thorpe	79
richard_wherrett	65
rick_friedberg	29
ricky_tognazzi	15
ringo_lam	27
rob_cohen	36
rob_minkoff	29
rob_reiner	325
robert-downey-sr	1
robert_allan_ackerman	19
robert_altman	135
robert_butler	4
robert_de_niro	101
robert_harling	4
robert_kurtzman	3
robert_lepage	68
robert_lieberman	20
robert_longo	295
robert_m_young	11
robert_mandel	36
robert_mulligan	11
robert_redford	352
robert_rodriguez	270
robert_schwentke	69
robert_singer	50
robert_stevenson	311
robert_tinnell	312
robert_townsend	3
robert_wise	62
robert_zemeckis	89
rodney_gibbons	93
roger_allers	133
roger_avary	101
roger_donaldson	200
roger_michell	223
roger_vadim	39
roland_emmerich	150
roland_joffe	226
rolf_de_heer	1
roman_polanski	252
ron_clements	155
ron_howard	143
ron_shelton	59
ron_underwood	84
ronny_yu	1
rowdy_herrington	57
roy_allen_smith	13
rupert_wainwright	9
russ_meyer	8
russell_mulcahy	3
rusty_cundieff	136
ryan_parrott	36
sally_potter	79
sam_henry_kass	29
sam_pillsbury	1
sam_raimi	138
sam_weisman	175
sam_wood	2
sandy_tung	2
sara_botsford	49
satyajit_ray	34
savage_steve_holland	3
scott-kalvert	145
scott_hicks	1
scott_mcgehee	15
scott_winant	22
sean_penn	26
sergey_bodrov	1
sergio_leone	17
seth_zvi_rosenfeld	1
sharon_pollack	24
shinya_tsukamoto	1
shirley_barrett	2
siddharth_randeria	57
sidney_lumet	186
simon_wells	136
simon_west	3
simon_wincer	210
spike_lee	156
stanley_donen	23
stanley_kubrick	244
stanley_tong	63
stanley_tucci	6
stephan_elliott	54
stephan_low	6
stephen_frears	86
stephen_gyllenhaal	178
stephen_herek	284
stephen_hopkins	397
stephen_kay	1
stephen_kessler	1
steve_barron	179
steve_buscemi	36
steve_gomer	5
steve_kloves	138
steve_miner	4
steve_oedekerk	103
steve_rash	41
steven-baigelman	31
steven_brill	159
steven_e_de_souza	159
steven_soderbergh	216
steven_spielberg	371
steven_zaillian	80
stijn-coninx	8
stuart_baird	44
stuart_gillard	2
stuart_gordon	53
stuart_orme	47
stuart_rosenberg	7
suri_krishnamma	168
susan_streitfeld	4
susan_warms_dryfoos	3
susanne_ofteringer	116
sydney_pollack	9
tad_stones	4
tamra_davis	218
tarsem	1
taylor_hackford	160
ted-berman	26
ted_demme	248
ted_kotcheff	35
terry_gilliam	19
terry_jones	2
terry_zwigoff	81
theodore_thomas	23
theodore_witcher	1
thomas_carter_ii	2
thomas_schlamme	16
thorkranong_sirchua	1
thorold_dickinson	15
tim_burton	183
tim_hunter	62
tim_robbins	22
tim_sullivan_iii	36
timbor_bekmambetov	6
tinto_brass	99
tod_browning	1
todd_solondz	41
tom_berry	5
tom_decerchio	67
tom_dicillo	226
tom_hanks	23
tom_noonan	190
tom_schulman	5
tom_shadyac	52
tom_stoppard	7
tomas_gutierrez_alea	135
tommy_ohaver	34
tony_gilroy	5
tony_randel	4
tony_richardson	65
tony_scott	291
tony_vitale	4
toru_murakawa	161
tran_anh_hung	2
trevor_nunn	42
tsai_mingliang	28
udayan_prasad	75
unknown	1691
vadim_jean	135
vern-oakley	31
vic_armstrong_ii	10
victor_nunez	134
victor_salva	136
victor_saville	81
vincente_minnelli	117
volker_schloendorff	8
walter_hill	393
wayne_wang	190
werner_herzog	72
wes_anderson	54
wes_craven	141
wesley_strick	165
wilfred_jackson	8
william_dieterle	29
william_friedkin	47
william_wellman	12
william_wyler	21
wim_wenders	16
wolfgang_petersen	253
wolfgang_reitherman	133
woody_allen	472
ws_van_dyke	20
yale_strom	6
yim_ho	138
yin_li	34
yukihiko_tsutsumi	26
yuri_mamin	3
yves-angelo	21
zalman_king	8
zhang_yimou	197
zoe_r_cassavetes	1
